Sample	Tax	Profile	Group
Z0017	g__Oscillibacter	0.0516718941045	GH
C0049	g__Ruminococcus2	0.0118547658285	HC
C0035	g__Ruminococcus2	0.0157354739248	HC
C0051	g__Ruminococcus2	0.00090372654298	HC
C0036	g__Ruminococcus2	0.0314709478497	HC
C0054	g__Ruminococcus2	0.0148317473819	HC
C0034	g__Ruminococcus2	0.0104194354367	HC
C0062	g__Ruminococcus2	0.0121737281378	HC
C0015	g__Ruminococcus2	0.000159481154644	HC
C0014	g__Ruminococcus2	0.0107915581309	HC
C0017	g__Ruminococcus2	0.00217957578013	HC
C0016	g__Ruminococcus2	0.0117484450587	HC
C0011	g__Ruminococcus2	0.0212641539525	HC
C0010	g__Ruminococcus2	0.00287066078358	HC
C0013	g__Ruminococcus2	0.00303014193823	HC
C0012	g__Ruminococcus2	0.00478443463931	HC
C0042	g__Ruminococcus2	0.00138217000691	HC
C0050	g__Ruminococcus2	0.00217957578013	HC
C0039	g__Ruminococcus2	0.0422625059805	HC
C0038	g__Ruminococcus2	0.005369198873	HC
C0019	g__Ruminococcus2	0.016532879698	HC
C0018	g__Ruminococcus2	0.0105789165914	HC
C0057	g__Ruminococcus2	0.0138217000691	HC
C0056	g__Ruminococcus2	0.000850566158099	HC
C0041	g__Ruminococcus2	0.0206262293339	HC
C0046	g__Ruminococcus2	0.000478443463931	HC
C0047	g__Ruminococcus2	0.00287066078358	HC
C0058	g__Ruminococcus2	0.0182340120142	HC
C0008	g__Ruminococcus2	0.00122268885227	HC
C0043	g__Ruminococcus2	0.00180745308596	HC
C0045	g__Ruminococcus2	0.00834618042635	HC
C0023	g__Ruminococcus2	0.00202009462549	HC
C0060	g__Ruminococcus2	0.000159481154644	HC
C0061	g__Ruminococcus2	0.0647493487853	HC
C0053	g__Ruminococcus2	0.00584764233693	HC
C0063	g__Ruminococcus2	0.0	HC
C0064	g__Ruminococcus2	0.00207325501037	HC
C0065	g__Ruminococcus2	0.00600712349157	HC
C0066	g__Ruminococcus2	0.00584764233693	HC
C0067	g__Ruminococcus2	0.000425283079049	HC
C0040	g__Ruminococcus2	0.027749720908	HC
C0044	g__Ruminococcus2	0.000265801924406	HC
C0006	g__Ruminococcus2	0.00776141619265	HC
C0007	g__Ruminococcus2	0.0206262293339	HC
C0004	g__Ruminococcus2	0.0162139173888	HC
C0005	g__Ruminococcus2	0.00520971771836	HC
C0002	g__Ruminococcus2	0.0107915581309	HC
C0003	g__Ruminococcus2	0.00249853808942	HC
C0001	g__Ruminococcus2	0.0106852373611	HC
C0024	g__Ruminococcus2	0.0178087289352	HC
C0025	g__Ruminococcus2	0.00637924618574	HC
C0026	g__Ruminococcus2	0.0328531178566	HC
C0027	g__Ruminococcus2	0.00802721811706	HC
C0020	g__Ruminococcus2	0.00409334963585	HC
C0021	g__Ruminococcus2	0.00457179309978	HC
C0022	g__Ruminococcus2	0.000478443463931	HC
C0009	g__Ruminococcus2	0.00770825580777	HC
C0052	g__Ruminococcus2	0.00595396310669	HC
C0033	g__Ruminococcus2	0.00287066078358	HC
C0048	g__Ruminococcus2	0.00212641539525	HC
C0032	g__Ruminococcus2	0.00409334963585	HC
C0037	g__Ruminococcus2	0.0105257562065	HC
C0059	g__Ruminococcus2	0.020573068949	HC
C0031	g__Ruminococcus2	0.000531603848812	HC
C0030	g__Ruminococcus2	0.0304609005369	HC
C0028	g__Ruminococcus2	0.00217957578013	HC
C0055	g__Ruminococcus2	0.0468342990803	HC
C0029	g__Ruminococcus2	0.00494391579395	HC
Z0032	g__Ruminococcus2	0.000106320769762	GH
Z0021	g__Ruminococcus2	0.000106320769762	GH
Z0020	g__Ruminococcus2	0.000956886927861	GH
Z0023	g__Ruminococcus2	0.0070703311892	GH
Z0022	g__Ruminococcus2	0.00233905693477	GH
Z0025	g__Ruminococcus2	0.000637924618574	GH
Z0009	g__Ruminococcus2	0.00350858540216	GH
Z0008	g__Ruminococcus2	0.00143533039179	GH
Z0007	g__Ruminococcus2	0.0019669342406	GH
Z0006	g__Ruminococcus2	0.00127584923715	GH
Z0005	g__Ruminococcus2	0.00233905693477	GH
Z0004	g__Ruminococcus2	0.00159481154644	GH
Z0002	g__Ruminococcus2	0.00106320769762	GH
Z0027	g__Ruminococcus2	0.00090372654298	GH
Z0026	g__Ruminococcus2	0.00143533039179	GH
Z0029	g__Ruminococcus2	0.00138217000691	GH
Z0018	g__Ruminococcus2	0.00292382116847	GH
Z0019	g__Ruminococcus2	0.00940938812397	GH
Z0030	g__Ruminococcus2	0.00090372654298	GH
Z0031	g__Ruminococcus2	0.000265801924406	GH
Z0010	g__Ruminococcus2	0.000372122694168	GH
Z0011	g__Ruminococcus2	0.00202009462549	GH
Z0012	g__Ruminococcus2	0.00122268885227	GH
Z0013	g__Ruminococcus2	0.0101536335123	GH
Z0014	g__Ruminococcus2	0.0546488756579	GH
Z0015	g__Ruminococcus2	0.0028175003987	GH
Z0016	g__Ruminococcus2	0.00505023656371	GH
Z0017	g__Ruminococcus2	0.00159481154644	GH
C0049	g__Dorea	0.0025516984743	HC
C0035	g__Dorea	0.00292382116847	HC
C0051	g__Dorea	0.00552868002764	HC
C0036	g__Dorea	0.0119610865983	HC
C0054	g__Dorea	0.0139811812238	HC
C0034	g__Dorea	0.0136622189145	HC
C0062	g__Dorea	0.00728297272872	HC
C0015	g__Dorea	5.31603848812e-05	HC
C0014	g__Dorea	0.0062197650311	HC
C0017	g__Dorea	0.00292382116847	HC
C0016	g__Dorea	0.00180745308596	HC
C0011	g__Dorea	0.0284939662963	HC
C0010	g__Dorea	0.0213704747222	HC
C0013	g__Dorea	0.00372122694168	HC
C0012	g__Dorea	0.00584764233693	HC
C0042	g__Dorea	0.0172239647015	HC
C0050	g__Dorea	0.00313646270799	HC
C0039	g__Dorea	0.0350858540216	HC
C0038	g__Dorea	0.00308330232311	HC
C0019	g__Dorea	0.00829302004147	HC
C0018	g__Dorea	0.0147254266121	HC
C0057	g__Dorea	0.0189782574026	HC
C0056	g__Dorea	0.00526287810324	HC
C0041	g__Dorea	0.00574132156717	HC
C0046	g__Dorea	0.00116952846739	HC
C0047	g__Dorea	0.00143533039179	HC
C0058	g__Dorea	0.0101004731274	HC
C0008	g__Dorea	0.00685768964967	HC
C0043	g__Dorea	0.00297698155335	HC
C0045	g__Dorea	0.00473127425443	HC
C0023	g__Dorea	0.00813353888682	HC
C0060	g__Dorea	0.00770825580777	HC
C0061	g__Dorea	0.00361490617192	HC
C0053	g__Dorea	0.0139280208389	HC
C0063	g__Dorea	0.00430599117538	HC
C0064	g__Dorea	0.000956886927861	HC
C0065	g__Dorea	0.0106852373611	HC
C0066	g__Dorea	0.00924990696933	HC
C0067	g__Dorea	0.0123863696773	HC
C0040	g__Dorea	0.0045186327149	HC
C0044	g__Dorea	0.00324278347775	HC
C0006	g__Dorea	0.00584764233693	HC
C0007	g__Dorea	0.00786773696242	HC
C0004	g__Dorea	0.0225931635745	HC
C0005	g__Dorea	0.00866514273563	HC
C0002	g__Dorea	0.00887778427516	HC
C0003	g__Dorea	0.00441231194514	HC
C0001	g__Dorea	0.0209983520281	HC
C0024	g__Dorea	0.0019669342406	HC
C0025	g__Dorea	0.000797405773218	HC
C0026	g__Dorea	0.0240816543512	HC
C0027	g__Dorea	0.0036680665568	HC
C0020	g__Dorea	0.0144064643028	HC
C0021	g__Dorea	0.00489075540907	HC
C0022	g__Dorea	0.0402424113551	HC
C0009	g__Dorea	0.00685768964967	HC
C0052	g__Dorea	0.00808037850194	HC
C0033	g__Dorea	0.00738929349848	HC
C0048	g__Dorea	0.00217957578013	HC
C0032	g__Dorea	0.00276434001382	HC
C0037	g__Dorea	0.0112168412099	HC
C0059	g__Dorea	0.00972835043326	HC
C0031	g__Dorea	0.000691085003455	HC
C0030	g__Dorea	0.00855882196587	HC
C0028	g__Dorea	0.0153633512307	HC
C0055	g__Dorea	0.00765509542289	HC
C0029	g__Dorea	0.00898410504492	HC
Z0032	g__Dorea	0.00116952846739	GH
Z0021	g__Dorea	0.000159481154644	GH
Z0020	g__Dorea	0.00186061347084	GH
Z0023	g__Dorea	0.00116952846739	GH
Z0022	g__Dorea	0.000744245388337	GH
Z0025	g__Dorea	0.000691085003455	GH
Z0009	g__Dorea	0.00292382116847	GH
Z0008	g__Dorea	0.000691085003455	GH
Z0007	g__Dorea	0.000691085003455	GH
Z0006	g__Dorea	0.00212641539525	GH
Z0005	g__Dorea	0.00132900962203	GH
Z0004	g__Dorea	0.00122268885227	GH
Z0002	g__Dorea	0.000318962309287	GH
Z0027	g__Dorea	0.000584764233693	GH
Z0026	g__Dorea	0.00834618042635	GH
Z0029	g__Dorea	0.00303014193823	GH
Z0018	g__Dorea	0.00148849077667	GH
Z0019	g__Dorea	0.00249853808942	GH
Z0030	g__Dorea	0.00138217000691	GH
Z0031	g__Dorea	0.00260485885918	GH
Z0010	g__Dorea	0.0011163680825	GH
Z0011	g__Dorea	0.000797405773218	GH
Z0012	g__Dorea	0.000584764233693	GH
Z0013	g__Dorea	0.00148849077667	GH
Z0014	g__Dorea	0.00175429270108	GH
Z0015	g__Dorea	0.000531603848812	GH
Z0016	g__Dorea	0.0	GH
Z0017	g__Dorea	0.00233905693477	GH
C0049	g__Collinsella	0.00786773696242	HC
C0035	g__Collinsella	0.0073361331136	HC
C0051	g__Collinsella	5.31603848812e-05	HC
C0036	g__Collinsella	0.0168518420073	HC
C0054	g__Collinsella	0.0	HC
C0034	g__Collinsella	0.0120142469831	HC
C0062	g__Collinsella	0.0073361331136	HC
C0015	g__Collinsella	0.0	HC
C0014	g__Collinsella	0.0128116527564	HC
C0017	g__Collinsella	5.31603848812e-05	HC
C0016	g__Collinsella	0.00217957578013	HC
C0011	g__Collinsella	0.0	HC
C0010	g__Collinsella	0.0155759927702	HC
C0013	g__Collinsella	0.00924990696933	HC
C0012	g__Collinsella	0.0064855669555	HC
C0042	g__Collinsella	0.00324278347775	HC
C0050	g__Collinsella	0.00164797193132	HC
C0039	g__Collinsella	0.118866620594	HC
C0038	g__Collinsella	0.028653447451	HC
C0019	g__Collinsella	0.00760193503801	HC
C0018	g__Collinsella	0.000318962309287	HC
C0057	g__Collinsella	0.0	HC
C0056	g__Collinsella	5.31603848812e-05	HC
C0041	g__Collinsella	5.31603848812e-05	HC
C0046	g__Collinsella	0.0102067938972	HC
C0047	g__Collinsella	0.0	HC
C0058	g__Collinsella	0.00600712349157	HC
C0008	g__Collinsella	0.00292382116847	HC
C0043	g__Collinsella	0.00329594386263	HC
C0045	g__Collinsella	0.0118547658285	HC
C0023	g__Collinsella	0.0	HC
C0060	g__Collinsella	0.0	HC
C0061	g__Collinsella	0.0128648131412	HC
C0053	g__Collinsella	0.0160012758492	HC
C0063	g__Collinsella	0.0	HC
C0064	g__Collinsella	0.0279623624475	HC
C0065	g__Collinsella	0.00552868002764	HC
C0066	g__Collinsella	0.005369198873	HC
C0067	g__Collinsella	0.00935622773909	HC
C0040	g__Collinsella	0.000478443463931	HC
C0044	g__Collinsella	0.0	HC
C0006	g__Collinsella	0.000318962309287	HC
C0007	g__Collinsella	0.0	HC
C0004	g__Collinsella	0.064430386476	HC
C0005	g__Collinsella	0.0247195789698	HC
C0002	g__Collinsella	0.00579448195205	HC
C0003	g__Collinsella	0.0	HC
C0001	g__Collinsella	0.0197756631758	HC
C0024	g__Collinsella	0.000850566158099	HC
C0025	g__Collinsella	0.0	HC
C0026	g__Collinsella	5.31603848812e-05	HC
C0027	g__Collinsella	0.00143533039179	HC
C0020	g__Collinsella	0.00893094466004	HC
C0021	g__Collinsella	0.00249853808942	HC
C0022	g__Collinsella	0.0500770825581	HC
C0009	g__Collinsella	0.00834618042635	HC
C0052	g__Collinsella	0.000159481154644	HC
C0033	g__Collinsella	0.00202009462549	HC
C0048	g__Collinsella	0.00377438732656	HC
C0032	g__Collinsella	0.0233374089628	HC
C0037	g__Collinsella	0.0087714635054	HC
C0059	g__Collinsella	0.000744245388337	HC
C0031	g__Collinsella	0.0028175003987	HC
C0030	g__Collinsella	0.0028175003987	HC
C0028	g__Collinsella	0.000372122694168	HC
C0055	g__Collinsella	0.00781457657753	HC
C0029	g__Collinsella	0.00643240657062	HC
Z0032	g__Collinsella	0.000531603848812	GH
Z0021	g__Collinsella	0.0	GH
Z0020	g__Collinsella	0.0	GH
Z0023	g__Collinsella	0.000478443463931	GH
Z0022	g__Collinsella	0.0	GH
Z0025	g__Collinsella	0.00143533039179	GH
Z0009	g__Collinsella	0.000318962309287	GH
Z0008	g__Collinsella	0.000478443463931	GH
Z0007	g__Collinsella	0.000637924618574	GH
Z0006	g__Collinsella	0.00090372654298	GH
Z0005	g__Collinsella	0.0	GH
Z0004	g__Collinsella	0.0	GH
Z0002	g__Collinsella	0.000212641539525	GH
Z0027	g__Collinsella	0.0	GH
Z0026	g__Collinsella	0.000212641539525	GH
Z0029	g__Collinsella	0.00101004731274	GH
Z0018	g__Collinsella	0.000159481154644	GH
Z0019	g__Collinsella	0.0	GH
Z0030	g__Collinsella	0.000212641539525	GH
Z0031	g__Collinsella	0.000478443463931	GH
Z0010	g__Collinsella	0.000797405773218	GH
Z0011	g__Collinsella	0.000691085003455	GH
Z0012	g__Collinsella	0.000478443463931	GH
Z0013	g__Collinsella	0.00520971771836	GH
Z0014	g__Collinsella	0.00143533039179	GH
Z0015	g__Collinsella	5.31603848812e-05	GH
Z0016	g__Collinsella	0.0079208973473	GH
Z0017	g__Collinsella	0.00494391579395	GH
C0049	g__Clostridium sensu stricto	0.00191377385572	HC
C0035	g__Clostridium sensu stricto	0.0115358035192	HC
C0051	g__Clostridium sensu stricto	0.000159481154644	HC
C0036	g__Clostridium sensu stricto	0.000212641539525	HC
C0054	g__Clostridium sensu stricto	0.000318962309287	HC
C0034	g__Clostridium sensu stricto	0.0036680665568	HC
C0062	g__Clostridium sensu stricto	0.00441231194514	HC
C0015	g__Clostridium sensu stricto	0.0	HC
C0014	g__Clostridium sensu stricto	0.00090372654298	HC
C0017	g__Clostridium sensu stricto	0.00202009462549	HC
C0016	g__Clostridium sensu stricto	0.00090372654298	HC
C0011	g__Clostridium sensu stricto	0.0	HC
C0010	g__Clostridium sensu stricto	0.0	HC
C0013	g__Clostridium sensu stricto	0.000265801924406	HC
C0012	g__Clostridium sensu stricto	0.0034022646324	HC
C0042	g__Clostridium sensu stricto	0.0	HC
C0050	g__Clostridium sensu stricto	0.00494391579395	HC
C0039	g__Clostridium sensu stricto	0.0204135877944	HC
C0038	g__Clostridium sensu stricto	0.000159481154644	HC
C0019	g__Clostridium sensu stricto	0.0340758067088	HC
C0018	g__Clostridium sensu stricto	0.00244537770453	HC
C0057	g__Clostridium sensu stricto	0.000744245388337	HC
C0056	g__Clostridium sensu stricto	0.00398702886609	HC
C0041	g__Clostridium sensu stricto	0.00244537770453	HC
C0046	g__Clostridium sensu stricto	0.000744245388337	HC
C0047	g__Clostridium sensu stricto	0.00217957578013	HC
C0058	g__Clostridium sensu stricto	0.000372122694168	HC
C0008	g__Clostridium sensu stricto	0.0	HC
C0043	g__Clostridium sensu stricto	0.00202009462549	HC
C0045	g__Clostridium sensu stricto	0.0011163680825	HC
C0023	g__Clostridium sensu stricto	0.0667694434108	HC
C0060	g__Clostridium sensu stricto	0.00590080272181	HC
C0061	g__Clostridium sensu stricto	0.00558184041252	HC
C0053	g__Clostridium sensu stricto	0.00632608580086	HC
C0063	g__Clostridium sensu stricto	0.0293445324544	HC
C0064	g__Clostridium sensu stricto	0.0425283079049	HC
C0065	g__Clostridium sensu stricto	0.00154165116155	HC
C0066	g__Clostridium sensu stricto	0.0104725958216	HC
C0067	g__Clostridium sensu stricto	0.000850566158099	HC
C0040	g__Clostridium sensu stricto	0.00154165116155	HC
C0044	g__Clostridium sensu stricto	0.0	HC
C0006	g__Clostridium sensu stricto	0.0	HC
C0007	g__Clostridium sensu stricto	0.00813353888682	HC
C0004	g__Clostridium sensu stricto	5.31603848812e-05	HC
C0005	g__Clostridium sensu stricto	0.00329594386263	HC
C0002	g__Clostridium sensu stricto	0.0297698155335	HC
C0003	g__Clostridium sensu stricto	0.0105789165914	HC
C0001	g__Clostridium sensu stricto	0.101111052044	HC
C0024	g__Clostridium sensu stricto	0.0	HC
C0025	g__Clostridium sensu stricto	0.000425283079049	HC
C0026	g__Clostridium sensu stricto	0.00930306735421	HC
C0027	g__Clostridium sensu stricto	0.00446547233002	HC
C0020	g__Clostridium sensu stricto	0.00345542501728	HC
C0021	g__Clostridium sensu stricto	0.00563500079741	HC
C0022	g__Clostridium sensu stricto	5.31603848812e-05	HC
C0009	g__Clostridium sensu stricto	0.000318962309287	HC
C0052	g__Clostridium sensu stricto	0.000159481154644	HC
C0033	g__Clostridium sensu stricto	0.0	HC
C0048	g__Clostridium sensu stricto	0.000212641539525	HC
C0032	g__Clostridium sensu stricto	0.000744245388337	HC
C0037	g__Clostridium sensu stricto	0.0	HC
C0059	g__Clostridium sensu stricto	0.000850566158099	HC
C0031	g__Clostridium sensu stricto	0.00228589654989	HC
C0030	g__Clostridium sensu stricto	0.000159481154644	HC
C0028	g__Clostridium sensu stricto	0.0996225612673	HC
C0055	g__Clostridium sensu stricto	0.000637924618574	HC
C0029	g__Clostridium sensu stricto	0.000850566158099	HC
Z0032	g__Clostridium sensu stricto	0.0	GH
Z0021	g__Clostridium sensu stricto	0.0136622189145	GH
Z0020	g__Clostridium sensu stricto	0.000159481154644	GH
Z0023	g__Clostridium sensu stricto	0.00143533039179	GH
Z0022	g__Clostridium sensu stricto	5.31603848812e-05	GH
Z0025	g__Clostridium sensu stricto	0.000159481154644	GH
Z0009	g__Clostridium sensu stricto	0.00127584923715	GH
Z0008	g__Clostridium sensu stricto	0.0	GH
Z0007	g__Clostridium sensu stricto	0.0	GH
Z0006	g__Clostridium sensu stricto	0.00489075540907	GH
Z0005	g__Clostridium sensu stricto	0.000797405773218	GH
Z0004	g__Clostridium sensu stricto	0.000850566158099	GH
Z0002	g__Clostridium sensu stricto	0.000159481154644	GH
Z0027	g__Clostridium sensu stricto	0.000318962309287	GH
Z0026	g__Clostridium sensu stricto	0.0	GH
Z0029	g__Clostridium sensu stricto	0.0	GH
Z0018	g__Clostridium sensu stricto	0.0	GH
Z0019	g__Clostridium sensu stricto	0.0	GH
Z0030	g__Clostridium sensu stricto	0.000106320769762	GH
Z0031	g__Clostridium sensu stricto	0.000212641539525	GH
Z0010	g__Clostridium sensu stricto	5.31603848812e-05	GH
Z0011	g__Clostridium sensu stricto	0.000159481154644	GH
Z0012	g__Clostridium sensu stricto	0.000425283079049	GH
Z0013	g__Clostridium sensu stricto	0.000159481154644	GH
Z0014	g__Clostridium sensu stricto	0.000584764233693	GH
Z0015	g__Clostridium sensu stricto	0.0	GH
Z0016	g__Clostridium sensu stricto	0.000478443463931	GH
Z0017	g__Clostridium sensu stricto	0.000478443463931	GH
C0049	g__Enterobacter	0.000265801924406	HC
C0035	g__Enterobacter	0.0	HC
C0051	g__Enterobacter	0.0	HC
C0036	g__Enterobacter	0.0	HC
C0054	g__Enterobacter	0.00531603848812	HC
C0034	g__Enterobacter	0.0	HC
C0062	g__Enterobacter	0.000212641539525	HC
C0015	g__Enterobacter	5.31603848812e-05	HC
C0014	g__Enterobacter	5.31603848812e-05	HC
C0017	g__Enterobacter	0.0	HC
C0016	g__Enterobacter	0.0	HC
C0011	g__Enterobacter	0.00303014193823	HC
C0010	g__Enterobacter	0.0125990112168	HC
C0013	g__Enterobacter	0.0	HC
C0012	g__Enterobacter	0.0	HC
C0042	g__Enterobacter	0.0	HC
C0050	g__Enterobacter	0.0	HC
C0039	g__Enterobacter	0.0	HC
C0038	g__Enterobacter	0.0	HC
C0019	g__Enterobacter	0.0	HC
C0018	g__Enterobacter	5.31603848812e-05	HC
C0057	g__Enterobacter	0.0	HC
C0056	g__Enterobacter	0.00924990696933	HC
C0041	g__Enterobacter	0.0	HC
C0046	g__Enterobacter	0.000318962309287	HC
C0047	g__Enterobacter	5.31603848812e-05	HC
C0058	g__Enterobacter	0.0419435436713	HC
C0008	g__Enterobacter	0.0	HC
C0043	g__Enterobacter	0.0184466535538	HC
C0045	g__Enterobacter	0.000691085003455	HC
C0023	g__Enterobacter	0.000797405773218	HC
C0060	g__Enterobacter	0.00132900962203	HC
C0061	g__Enterobacter	0.000265801924406	HC
C0053	g__Enterobacter	0.0	HC
C0063	g__Enterobacter	0.00223273616501	HC
C0064	g__Enterobacter	0.000106320769762	HC
C0065	g__Enterobacter	5.31603848812e-05	HC
C0066	g__Enterobacter	0.00164797193132	HC
C0067	g__Enterobacter	0.000265801924406	HC
C0040	g__Enterobacter	0.0	HC
C0044	g__Enterobacter	0.0	HC
C0006	g__Enterobacter	5.31603848812e-05	HC
C0007	g__Enterobacter	0.000478443463931	HC
C0004	g__Enterobacter	0.000744245388337	HC
C0005	g__Enterobacter	0.00090372654298	HC
C0002	g__Enterobacter	0.0011163680825	HC
C0003	g__Enterobacter	0.0	HC
C0001	g__Enterobacter	0.0	HC
C0024	g__Enterobacter	0.0	HC
C0025	g__Enterobacter	0.0	HC
C0026	g__Enterobacter	0.0	HC
C0027	g__Enterobacter	0.0	HC
C0020	g__Enterobacter	5.31603848812e-05	HC
C0021	g__Enterobacter	0.0	HC
C0022	g__Enterobacter	0.0	HC
C0009	g__Enterobacter	0.0	HC
C0052	g__Enterobacter	0.0	HC
C0033	g__Enterobacter	0.0	HC
C0048	g__Enterobacter	0.0	HC
C0032	g__Enterobacter	0.0	HC
C0037	g__Enterobacter	0.0	HC
C0059	g__Enterobacter	0.0	HC
C0031	g__Enterobacter	5.31603848812e-05	HC
C0030	g__Enterobacter	0.0	HC
C0028	g__Enterobacter	0.0	HC
C0055	g__Enterobacter	0.0	HC
C0029	g__Enterobacter	0.0	HC
Z0032	g__Enterobacter	0.0	GH
Z0021	g__Enterobacter	0.0646430280155	GH
Z0020	g__Enterobacter	0.0137153792993	GH
Z0023	g__Enterobacter	0.000318962309287	GH
Z0022	g__Enterobacter	0.000478443463931	GH
Z0025	g__Enterobacter	5.31603848812e-05	GH
Z0009	g__Enterobacter	0.00186061347084	GH
Z0008	g__Enterobacter	0.0	GH
Z0007	g__Enterobacter	0.000159481154644	GH
Z0006	g__Enterobacter	5.31603848812e-05	GH
Z0005	g__Enterobacter	5.31603848812e-05	GH
Z0004	g__Enterobacter	0.0117484450587	GH
Z0002	g__Enterobacter	0.0	GH
Z0027	g__Enterobacter	0.0	GH
Z0026	g__Enterobacter	0.14975280421	GH
Z0029	g__Enterobacter	0.000584764233693	GH
Z0018	g__Enterobacter	0.00239221731965	GH
Z0019	g__Enterobacter	0.0	GH
Z0030	g__Enterobacter	0.000850566158099	GH
Z0031	g__Enterobacter	0.00143533039179	GH
Z0010	g__Enterobacter	0.0017011323162	GH
Z0011	g__Enterobacter	0.0371591090319	GH
Z0012	g__Enterobacter	0.0	GH
Z0013	g__Enterobacter	0.0	GH
Z0014	g__Enterobacter	0.000159481154644	GH
Z0015	g__Enterobacter	0.00101004731274	GH
Z0016	g__Enterobacter	5.31603848812e-05	GH
Z0017	g__Enterobacter	0.0	GH
C0049	g__Clostridium IV	0.00116952846739	HC
C0035	g__Clostridium IV	0.000106320769762	HC
C0051	g__Clostridium IV	0.000425283079049	HC
C0036	g__Clostridium IV	0.000159481154644	HC
C0054	g__Clostridium IV	0.0034022646324	HC
C0034	g__Clostridium IV	0.00143533039179	HC
C0062	g__Clostridium IV	0.00324278347775	HC
C0015	g__Clostridium IV	0.00159481154644	HC
C0014	g__Clostridium IV	0.00313646270799	HC
C0017	g__Clostridium IV	0.00132900962203	HC
C0016	g__Clostridium IV	0.000531603848812	HC
C0011	g__Clostridium IV	0.00276434001382	HC
C0010	g__Clostridium IV	0.00228589654989	HC
C0013	g__Clostridium IV	0.00744245388337	HC
C0012	g__Clostridium IV	0.000797405773218	HC
C0042	g__Clostridium IV	0.000744245388337	HC
C0050	g__Clostridium IV	0.00164797193132	HC
C0039	g__Clostridium IV	0.00186061347084	HC
C0038	g__Clostridium IV	0.00090372654298	HC
C0019	g__Clostridium IV	0.00595396310669	HC
C0018	g__Clostridium IV	0.000425283079049	HC
C0057	g__Clostridium IV	0.00611344426134	HC
C0056	g__Clostridium IV	0.000691085003455	HC
C0041	g__Clostridium IV	0.00207325501037	HC
C0046	g__Clostridium IV	0.00207325501037	HC
C0047	g__Clostridium IV	0.0079208973473	HC
C0058	g__Clostridium IV	0.00303014193823	HC
C0008	g__Clostridium IV	0.000318962309287	HC
C0043	g__Clostridium IV	0.0017011323162	HC
C0045	g__Clostridium IV	0.0128648131412	HC
C0023	g__Clostridium IV	0.0019669342406	HC
C0060	g__Clostridium IV	0.00186061347084	HC
C0061	g__Clostridium IV	0.00462495348466	HC
C0053	g__Clostridium IV	0.0717665195896	HC
C0063	g__Clostridium IV	0.000106320769762	HC
C0064	g__Clostridium IV	0.00090372654298	HC
C0065	g__Clostridium IV	0.000850566158099	HC
C0066	g__Clostridium IV	0.0011163680825	HC
C0067	g__Clostridium IV	0.00797405773218	HC
C0040	g__Clostridium IV	0.00180745308596	HC
C0044	g__Clostridium IV	0.00122268885227	HC
C0006	g__Clostridium IV	0.00090372654298	HC
C0007	g__Clostridium IV	0.000744245388337	HC
C0004	g__Clostridium IV	0.00127584923715	HC
C0005	g__Clostridium IV	0.000212641539525	HC
C0002	g__Clostridium IV	0.00228589654989	HC
C0003	g__Clostridium IV	0.00101004731274	HC
C0001	g__Clostridium IV	0.00143533039179	HC
C0024	g__Clostridium IV	0.000691085003455	HC
C0025	g__Clostridium IV	0.000212641539525	HC
C0026	g__Clostridium IV	0.00334910424751	HC
C0027	g__Clostridium IV	0.0107915581309	HC
C0020	g__Clostridium IV	0.000584764233693	HC
C0021	g__Clostridium IV	0.000531603848812	HC
C0022	g__Clostridium IV	0.00845250119611	HC
C0009	g__Clostridium IV	0.00404018925097	HC
C0052	g__Clostridium IV	0.00138217000691	HC
C0033	g__Clostridium IV	0.0	HC
C0048	g__Clostridium IV	0.00143533039179	HC
C0032	g__Clostridium IV	0.000584764233693	HC
C0037	g__Clostridium IV	0.00159481154644	HC
C0059	g__Clostridium IV	0.0017011323162	HC
C0031	g__Clostridium IV	0.000956886927861	HC
C0030	g__Clostridium IV	0.00127584923715	HC
C0028	g__Clostridium IV	0.000850566158099	HC
C0055	g__Clostridium IV	0.00101004731274	HC
C0029	g__Clostridium IV	0.00202009462549	HC
Z0032	g__Clostridium IV	5.31603848812e-05	GH
Z0021	g__Clostridium IV	0.000106320769762	GH
Z0020	g__Clostridium IV	0.000425283079049	GH
Z0023	g__Clostridium IV	0.00435915156026	GH
Z0022	g__Clostridium IV	0.00138217000691	GH
Z0025	g__Clostridium IV	0.000850566158099	GH
Z0009	g__Clostridium IV	0.00212641539525	GH
Z0008	g__Clostridium IV	0.00563500079741	GH
Z0007	g__Clostridium IV	0.000106320769762	GH
Z0006	g__Clostridium IV	0.000637924618574	GH
Z0005	g__Clostridium IV	0.000372122694168	GH
Z0004	g__Clostridium IV	0.0340758067088	GH
Z0002	g__Clostridium IV	0.000159481154644	GH
Z0027	g__Clostridium IV	0.000318962309287	GH
Z0026	g__Clostridium IV	0.0	GH
Z0029	g__Clostridium IV	0.00207325501037	GH
Z0018	g__Clostridium IV	0.0	GH
Z0019	g__Clostridium IV	0.000318962309287	GH
Z0030	g__Clostridium IV	0.000212641539525	GH
Z0031	g__Clostridium IV	0.000850566158099	GH
Z0010	g__Clostridium IV	0.000265801924406	GH
Z0011	g__Clostridium IV	0.000744245388337	GH
Z0012	g__Clostridium IV	0.000531603848812	GH
Z0013	g__Clostridium IV	0.00127584923715	GH
Z0014	g__Clostridium IV	0.0019669342406	GH
Z0015	g__Clostridium IV	0.00116952846739	GH
