Taxon	C0045	C0062	Z0009	C0002	C0039	C0023	C0010	C0064	C0055	C0001	C0029	C0013	C0059	C0051	C0033	C0054	C0052	C0040	C0060	C0016	C0026	C0011	C0020	C0037	C0006	C0058	C0065	C0005	C0036	C0044	Z0017	C0041	C0007	C0050	C0004	C0043	C0066	C0048	C0027	C0031	C0025	C0047	C0061	C0014	C0056	C0019	C0018	C0053	C0042	Z0005	C0012	C0009	C0057	C0067	C0038	C0049	C0024	C0030	Z0022	C0034	Z0025	Z0016	Z0014	C0003	Z0027	C0032	C0028	C0046	C0017	Z0013	C0035	Z0029	Z0004	C0021	Z0006	Z0023	Z0020	Z0010	Z0015	C0022	Z0031	Z0011	Z0019	C0008	Z0008	Z0030	Z0012	C0015	Z0007	Z0018	Z0032	Z0002	Z0021	C0063	Z0026
g__Fusicatenibacter	0.0149380681516	0.0136090585296	0.00292382116847	0.0104725958216	0.00372122694168	0.0081866992717	0.0139280208389	0.0968582212535	0.000265801924406	0.000372122694168	5.31603848812e-05	0.0231247674233	0.0660251980224	0.0	0.00930306735421	0.0185529743235	0.0127584923715	0.0138217000691	0.0713943968954	0.00584764233693	0.0138217000691	0.0650683110946	0.0104194354367	0.0768699165382	0.0236563712721	0.0	0.0236563712721	0.00552868002764	0.0110041996704	0.0	0.0070703311892	0.0178087289352	0.00866514273563	0.0073361331136	0.00691085003455	0.005369198873	0.00808037850194	0.0164797193132	0.00116952846739	0.00297698155335	0.0	0.00473127425443	0.0	0.0017011323162	0.0	0.00930306735421	0.005369198873	0.00233905693477	0.0273775982138	0.00132900962203	0.0106852373611	0.00606028387646	0.00946254850885	0.00313646270799	0.0112700015948	0.00441231194514	0.00202009462549	0.00839934081123	0.00138217000691	0.0	0.000212641539525	0.00122268885227	0.00691085003455	0.012067407368	0.000318962309287	0.000797405773218	0.0162139173888	0.00542235925788	0.00632608580086	0.0062197650311	0.00202009462549	0.000212641539525	0.00382754771145	0.00616660464622	0.00823985965658	0.00669820849503	0.00164797193132	0.00175429270108	0.00356174578704	0.0225400031896	0.00425283079049	0.00228589654989	0.00212641539525	0.00627292541598	0.00239221731965	0.000372122694168	0.00090372654298	0.0	0.0	0.000531603848812	0.000265801924406	0.000797405773218	0.0	0.0	0.0
g__Lachnospiracea_incertae_sedis	0.0254638243581	0.0350326936367	0.00754877465313	0.0462495348466	0.0181276912445	0.0206793897188	0.0538514698846	0.0336505236298	0.00260485885918	0.00127584923715	0.0236032108872	0.0373185901866	0.0715007176652	0.00499707617883	0.00978151081814	0.0306203816916	0.0256764658976	0.0457179309978	0.105523363989	0.0488543937058	0.0812822284833	0.130083461804	0.0431662325235	0.0586890649088	0.0623039710808	0.0251448620488	0.0238158524268	0.0225400031896	0.0785178884695	0.00265801924406	0.0454521290734	0.0139280208389	0.0282281643719	0.0329594386263	0.0351390144065	0.0108447185158	0.022380522035	0.0170644835469	0.0297698155335	0.0275902397533	5.31603848812e-05	0.0257296262825	0.0411992982829	0.00829302004147	0.0070703311892	0.116899686354	0.103290627824	0.0577853383658	0.0114294827495	0.00334910424751	0.0186592950933	0.0101004731274	0.0625697730052	0.0128648131412	0.0576790175961	0.0436978363723	0.157726861942	0.042049864441	0.00212641539525	0.00101004731274	0.0656530753283	0.00499707617883	0.00478443463931	0.014778586997	0.0106320769762	0.0180213704747	0.0195098612514	0.0230184466536	0.0259954282069	0.0124926904471	0.00754877465313	0.00606028387646	0.0386475998086	0.0515124129499	0.0388602413481	0.0233905693477	0.0116952846739	0.0309393440009	0.0339163255542	0.00265801924406	0.0381691563447	0.0108978789006	0.000584764233693	0.0208388708734	0.0399766094307	0.00175429270108	0.0369996278773	0.000159481154644	0.000637924618574	0.00287066078358	0.0231779278082	0.00101004731274	5.31603848812e-05	0.0	0.00802721811706
g__Roseburia	0.0244537770453	0.0141406623784	0.109723034395	0.0372122694168	0.029982457073	0.000159481154644	0.0620913295412	0.0105257562065	0.00414651002073	0.00191377385572	0.0724576045931	0.073361331136	0.0163202381585	0.000106320769762	0.0712349157408	0.043857317527	0.016532879698	0.0524161394928	0.0290255701451	0.021902078571	0.0249322205093	0.0818138323321	0.0283876455266	0.0108447185158	0.0192972197119	0.00972835043326	0.0087714635054	0.0550741587369	0.0318962309287	0.00292382116847	0.00722981234384	0.0588485460635	0.0154696720004	0.0300356174579	0.0104725958216	5.31603848812e-05	0.0219552389559	0.0369464674924	0.063101376854	0.0301419382276	0.000265801924406	0.0552336398916	0.00388070809633	0.080537983095	0.037584392111	0.0380628355749	0.0444420817607	0.0144596246877	0.0673010472596	0.0233374089628	0.0192972197119	0.0211578331827	0.017915049705	0.0116952846739	0.0274839189836	0.017011323162	0.121365158684	0.0256764658976	0.0090372654298	0.00808037850194	0.0148849077667	0.227951730371	0.00414651002073	0.182924884376	0.0550741587369	0.0154165116155	0.0493328371697	0.0686832172665	0.0261549093615	0.0365211844134	0.00823985965658	0.03354420286	0.101855297432	0.0571474137473	0.0781457657753	0.0839402477274	0.0399234490458	0.11174312902	0.0567221306682	0.00116952846739	0.0950507681676	0.154590399234	0.160916485035	0.0474722236989	0.0305140609218	0.0396044867365	0.0578916591356	0.000159481154644	0.00489075540907	0.00568816118229	0.00345542501728	0.105682845144	0.000159481154644	5.31603848812e-05	0.0325873159322
g__Ruminococcus2	0.00834618042635	0.0121737281378	0.00350858540216	0.0107915581309	0.0422625059805	0.00202009462549	0.00287066078358	0.00207325501037	0.0468342990803	0.0106852373611	0.00494391579395	0.00303014193823	0.020573068949	0.00090372654298	0.00287066078358	0.0148317473819	0.00595396310669	0.027749720908	0.000159481154644	0.0117484450587	0.0328531178566	0.0212641539525	0.00409334963585	0.0105257562065	0.00776141619265	0.0182340120142	0.00600712349157	0.00520971771836	0.0314709478497	0.000265801924406	0.00159481154644	0.0206262293339	0.0206262293339	0.00217957578013	0.0162139173888	0.00180745308596	0.00584764233693	0.00212641539525	0.00802721811706	0.000531603848812	0.00637924618574	0.00287066078358	0.0647493487853	0.0107915581309	0.000850566158099	0.016532879698	0.0105789165914	0.00584764233693	0.00138217000691	0.00233905693477	0.00478443463931	0.00770825580777	0.0138217000691	0.000425283079049	0.005369198873	0.0118547658285	0.0178087289352	0.0304609005369	0.00233905693477	0.0104194354367	0.000637924618574	0.00505023656371	0.0546488756579	0.00249853808942	0.00090372654298	0.00409334963585	0.00217957578013	0.000478443463931	0.00217957578013	0.0101536335123	0.0157354739248	0.00138217000691	0.00159481154644	0.00457179309978	0.00127584923715	0.0070703311892	0.000956886927861	0.000372122694168	0.0028175003987	0.000478443463931	0.000265801924406	0.00202009462549	0.00940938812397	0.00122268885227	0.00143533039179	0.00090372654298	0.00122268885227	0.000159481154644	0.0019669342406	0.00292382116847	0.000106320769762	0.00106320769762	0.000106320769762	0.0	0.00143533039179
g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	5.31603848812e-05	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	5.31603848812e-05	0.0	0.0	0.0	0.000159481154644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.000478443463931	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000106320769762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0
g__Romboutsia	0.00861198235075	0.0844186911913	0.000372122694168	0.094412843549	0.0215831162618	0.00664504811015	0.000106320769762	0.0759661899952	0.0122268885227	0.202275264473	0.00138217000691	0.0215299558769	0.0261017489767	0.000318962309287	0.0136622189145	0.000212641539525	0.0	0.041624581362	0.00228589654989	0.00329594386263	0.0524161394928	0.000212641539525	0.00712349157408	5.31603848812e-05	0.0	0.0196161820212	0.0327999574717	0.00303014193823	0.0184466535538	0.00122268885227	0.000159481154644	0.00754877465313	0.00297698155335	0.0151507096911	0.0	0.00116952846739	0.0571474137473	0.00116952846739	0.00446547233002	0.0017011323162	0.000265801924406	0.00616660464622	0.00372122694168	0.00276434001382	0.0332784009356	0.0509808091011	0.00361490617192	0.000744245388337	0.00722981234384	0.0017011323162	0.00287066078358	0.000744245388337	0.0123863696773	0.0343416086332	0.00287066078358	0.010313114667	0.000265801924406	0.00823985965658	0.000850566158099	0.000106320769762	0.000744245388337	5.31603848812e-05	0.000531603848812	0.0282813247568	5.31603848812e-05	0.00547551964276	0.00776141619265	0.00180745308596	0.00637924618574	0.00180745308596	0.00388070809633	0.00207325501037	5.31603848812e-05	0.0116952846739	0.0	0.000956886927861	0.000318962309287	0.00127584923715	0.000212641539525	0.0	0.000265801924406	0.000637924618574	0.000106320769762	0.0110041996704	0.000531603848812	0.000212641539525	0.000531603848812	5.31603848812e-05	0.00106320769762	0.0	0.000797405773218	0.0	0.00882462389028	0.0355111371006	0.0
g__Clostridium_IV	0.0128648131412	0.00324278347775	0.00212641539525	0.00228589654989	0.00186061347084	0.0019669342406	0.00228589654989	0.00090372654298	0.00101004731274	0.00143533039179	0.00202009462549	0.00744245388337	0.0017011323162	0.000425283079049	0.0	0.0034022646324	0.00138217000691	0.00180745308596	0.00186061347084	0.000531603848812	0.00334910424751	0.00276434001382	0.000584764233693	0.00159481154644	0.00090372654298	0.00303014193823	0.000850566158099	0.000212641539525	0.000159481154644	0.00122268885227	0.00127584923715	0.00207325501037	0.000744245388337	0.00164797193132	0.00127584923715	0.0017011323162	0.0011163680825	0.00143533039179	0.0107915581309	0.000956886927861	0.000212641539525	0.0079208973473	0.00462495348466	0.00313646270799	0.000691085003455	0.00595396310669	0.000425283079049	0.0717665195896	0.000744245388337	0.000372122694168	0.000797405773218	0.00404018925097	0.00611344426134	0.00797405773218	0.00090372654298	0.00116952846739	0.000691085003455	0.00127584923715	0.00138217000691	0.00143533039179	0.000850566158099	0.000531603848812	0.0019669342406	0.00101004731274	0.000318962309287	0.000584764233693	0.000850566158099	0.00207325501037	0.00132900962203	0.00127584923715	0.000106320769762	0.00207325501037	0.0340758067088	0.000531603848812	0.000637924618574	0.00435915156026	0.000425283079049	0.000265801924406	0.00116952846739	0.00845250119611	0.000850566158099	0.000744245388337	0.000318962309287	0.000318962309287	0.00563500079741	0.000212641539525	0.000531603848812	0.00159481154644	0.000106320769762	0.0	5.31603848812e-05	0.000159481154644	0.000106320769762	0.000106320769762	0.0
g__Oscillibacter	0.0163733985434	0.0045186327149	0.0244006166605	0.00398702886609	0.000212641539525	0.0	0.00132900962203	0.0	0.0229121258838	0.0	0.0133432566052	0.00191377385572	0.00101004731274	0.0	0.0	0.00143533039179	0.00749561426825	0.00419967040561	0.000106320769762	0.0017011323162	0.000478443463931	0.000159481154644	0.0118547658285	0.00308330232311	0.00271117962894	0.00090372654298	0.0105789165914	0.0090372654298	0.000106320769762	0.00239221731965	0.0516718941045	0.00308330232311	0.000850566158099	0.00584764233693	0.000318962309287	0.00505023656371	0.0122800489076	0.00361490617192	0.0034022646324	0.0017011323162	0.00191377385572	0.016107596619	0.000797405773218	0.0098878315879	0.0	0.00191377385572	0.0017011323162	0.0090372654298	0.000159481154644	0.00940938812397	0.000691085003455	0.00457179309978	0.0368933071075	0.00786773696242	0.0028175003987	0.021902078571	0.00228589654989	0.000531603848812	0.136037424911	5.31603848812e-05	0.00999415235766	0.00430599117538	0.0660783584073	0.00287066078358	0.00829302004147	0.00441231194514	0.00382754771145	0.000744245388337	0.00106320769762	0.0124395300622	0.000478443463931	0.0705438307373	0.0120142469831	0.0127053319866	0.000637924618574	0.00563500079741	0.0150443889214	0.00728297272872	0.0245600978151	0.000265801924406	0.0155759927702	0.00882462389028	0.00398702886609	0.00909042581468	0.00696401041944	0.00457179309978	0.0139811812238	5.31603848812e-05	0.00276434001382	0.00132900962203	0.00446547233002	0.000744245388337	0.000318962309287	0.0	5.31603848812e-05
g__Clostridium_XVIII	0.000318962309287	0.0	0.000159481154644	0.000584764233693	0.00164797193132	5.31603848812e-05	5.31603848812e-05	0.000106320769762	0.0	0.00808037850194	5.31603848812e-05	0.000106320769762	0.000106320769762	0.000106320769762	0.00138217000691	0.000212641539525	5.31603848812e-05	0.00127584923715	0.000106320769762	0.00175429270108	0.00388070809633	0.00834618042635	0.000159481154644	0.00143533039179	0.000637924618574	5.31603848812e-05	0.000265801924406	0.00101004731274	0.00127584923715	0.00122268885227	0.0	0.000212641539525	0.00090372654298	0.000478443463931	0.000265801924406	0.00239221731965	0.000691085003455	0.000956886927861	0.000212641539525	0.0	0.000318962309287	0.000106320769762	0.000425283079049	0.0	0.000956886927861	0.00361490617192	0.000372122694168	0.00106320769762	0.0	0.000159481154644	0.000159481154644	0.000318962309287	0.000318962309287	0.000265801924406	0.000478443463931	0.000691085003455	5.31603848812e-05	5.31603848812e-05	5.31603848812e-05	0.0	0.00127584923715	0.0	0.000318962309287	0.000584764233693	0.000106320769762	0.0	0.000159481154644	0.000159481154644	0.000265801924406	0.000159481154644	0.000691085003455	0.0	0.000106320769762	0.000212641539525	0.000265801924406	0.000744245388337	0.000265801924406	5.31603848812e-05	0.0	0.0115358035192	0.000637924618574	0.000265801924406	0.000212641539525	0.00159481154644	0.0	0.000212641539525	5.31603848812e-05	0.000797405773218	0.0	0.0	0.0	0.000478443463931	0.0	0.00148849077667	0.000159481154644
g__Mitsuokella	0.0	0.0	0.00962202966349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0283876455266	0.0	0.0	0.0	0.0	0.0	0.01568231354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.0
g__Fusobacterium	0.0	0.000584764233693	0.0	5.31603848812e-05	0.00164797193132	0.000159481154644	0.0	0.0301950986125	0.0	0.0241348147361	0.0	0.000478443463931	0.000106320769762	0.16346818351	0.0	0.000106320769762	0.0	0.000159481154644	0.00329594386263	0.00207325501037	0.000106320769762	0.000318962309287	0.00191377385572	0.00154165116155	0.0	0.0	0.0	0.00116952846739	0.000106320769762	0.0539046302695	0.0	0.0	0.0	0.0	0.0461432140769	0.00659188772527	0.0	0.0	0.00154165116155	0.0	0.0327999574717	5.31603848812e-05	0.0	5.31603848812e-05	0.000531603848812	0.0	0.0	0.000159481154644	0.0	0.0	0.0	0.000106320769762	0.0	0.00132900962203	5.31603848812e-05	0.000106320769762	0.000106320769762	0.0	0.0	0.0256764658976	0.0	0.0	0.000212641539525	5.31603848812e-05	0.0	0.0	0.0	0.00505023656371	5.31603848812e-05	0.0	0.21684120993	0.0	5.31603848812e-05	0.0	5.31603848812e-05	0.0	0.000106320769762	0.0	5.31603848812e-05	0.000425283079049	0.0	0.0	0.000106320769762	0.0	0.0	0.0	0.0	0.311838817713	0.229387060762	0.000372122694168	0.00303014193823	5.31603848812e-05	0.0	0.101430014353	0.00606028387646
g__Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.0	0.00324278347775
g__Enterobacter	0.000691085003455	0.000212641539525	0.00186061347084	0.0011163680825	0.0	0.000797405773218	0.0125990112168	0.000106320769762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00531603848812	0.0	0.0	0.00132900962203	0.0	0.0	0.00303014193823	5.31603848812e-05	0.0	5.31603848812e-05	0.0419435436713	5.31603848812e-05	0.00090372654298	0.0	0.0	0.0	0.0	0.000478443463931	0.0	0.000744245388337	0.0184466535538	0.00164797193132	0.0	0.0	5.31603848812e-05	0.0	5.31603848812e-05	0.000265801924406	5.31603848812e-05	0.00924990696933	0.0	5.31603848812e-05	0.0	0.0	5.31603848812e-05	0.0	0.0	0.0	0.000265801924406	0.0	0.000265801924406	0.0	0.0	0.000478443463931	0.0	5.31603848812e-05	5.31603848812e-05	0.000159481154644	0.0	0.0	0.0	0.0	0.000318962309287	0.0	0.0	0.0	0.000584764233693	0.0117484450587	0.0	5.31603848812e-05	0.000318962309287	0.0137153792993	0.0017011323162	0.00101004731274	0.0	0.00143533039179	0.0371591090319	0.0	0.0	0.0	0.000850566158099	0.0	5.31603848812e-05	0.000159481154644	0.00239221731965	0.0	0.0	0.0646430280155	0.00223273616501	0.14975280421
g__Haemophilus	5.31603848812e-05	0.00090372654298	0.000159481154644	0.0111105204402	0.0	0.00159481154644	0.00159481154644	0.0539046302695	0.0	0.000159481154644	5.31603848812e-05	0.000318962309287	0.00303014193823	0.0	0.000478443463931	0.000637924618574	0.0	0.000425283079049	0.0	0.00228589654989	0.000318962309287	0.000691085003455	0.0	0.000425283079049	0.00116952846739	0.000265801924406	0.0	0.000318962309287	0.000318962309287	0.0	0.0	0.00404018925097	5.31603848812e-05	0.00180745308596	0.0	0.000744245388337	0.000637924618574	0.000584764233693	0.000797405773218	0.00101004731274	0.000637924618574	0.000637924618574	0.000265801924406	0.0191908989421	0.0	0.00202009462549	0.0	0.000425283079049	5.31603848812e-05	0.000584764233693	0.000637924618574	0.000691085003455	0.0	0.00329594386263	0.0036680665568	0.000265801924406	0.000372122694168	0.000318962309287	0.0	0.000212641539525	0.000106320769762	0.0	0.0	0.000318962309287	5.31603848812e-05	0.0	0.0135558981447	0.00584764233693	0.000212641539525	0.0	0.000425283079049	0.0	0.000159481154644	0.000956886927861	0.000478443463931	0.000372122694168	0.000265801924406	5.31603848812e-05	0.0	0.0	0.000637924618574	0.0	0.0	0.000372122694168	0.000318962309287	0.000265801924406	0.000797405773218	0.000159481154644	0.0	0.00148849077667	0.0	5.31603848812e-05	0.000372122694168	0.00159481154644	0.00568816118229
